transaction_id,transaction_ts,branch_id,customer_id,from_currency,to_currency,from_amount,exchange_rate,to_amount,commission_fee,payment_method,channel,status,ingestion_timestamp
TXN100011,2026-02-25 01:39:06,BR103,CUST1038,INR,USD,237717.63,83.863929,2834.56,152.44,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100012,2026-02-19 10:36:13,BR107,CUST1021,THB,INR,853.4,52.066516,44433.56,65.84,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100013,2026-02-10 18:00:32,BR105,CUST1030,CHF,INR,3727.4,83.290246,310456.06,254.97,bank_transfer,branch,CANCELLED,2026-03-01 10:00:00
TXN100014,2026-02-28 22:56:52,BR105,CUST1015,CAD,INR,1952.07,113.206715,220987.43,75.37,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100015,2026-02-10 16:47:02,BR102,CUST1037,SGD,INR,4726.28,61.707023,291644.67,108.43,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100016,2026-02-15 03:25:31,BR106,CUST1004,INR,CHF,68085.08,85.866297,792.92,132.3,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100017,2026-02-21 12:58:47,BR101,CUST1024,INR,AED,131587.03,23.121472,5691.12,224.86,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100018,2026-02-21 07:21:20,BR100,CUST1034,INR,JPY,167824.39,0.564698,297192.91,99.88,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100019,2026-02-03 03:36:33,BR106,CUST1036,INR,EUR,72097.21,91.512892,787.84,278.71,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100020,2026-02-26 04:26:35,BR103,CUST1035,INR,THB,175704.95,35.074493,5009.48,188.03,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100021,2026-02-02 04:37:03,BR101,CUST1030,EUR,INR,757.13,89.212294,67545.3,174.83,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100022,2026-02-07 21:03:48,BR104,CUST1022,AED,INR,2518.04,22.514084,56691.37,152.63,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100023,2026-02-22 06:30:01,BR105,CUST1028,INR,EUR,15420.43,91.239874,169.01,141.18,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100024,2026-02-06 07:25:00,BR103,CUST1010,INR,AUD,144363.75,115.846262,1246.17,116.55,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100025,2026-02-12 06:07:52,BR102,CUST1025,INR,THB,221943.37,64.957501,3416.75,67.81,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100026,2026-02-21 20:27:55,BR100,CUST1024,INR,EUR,148563.5,91.983389,1615.11,101.78,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100027,2026-02-27 01:31:15,BR105,CUST1011,INR,CHF,170968.34,68.948398,2479.66,248.35,card,online,COMPLETED,2026-03-01 10:00:00
TXN100028,2026-02-16 05:08:32,BR106,CUST1038,INR,AUD,94476.38,65.786059,1436.12,184.14,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100029,2026-02-09 09:00:32,BR101,CUST1019,INR,JPY,83291.2,0.562965,147950.92,247.7,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100030,2026-02-07 20:41:40,BR106,CUST1032,INR,CAD,54580.89,83.550164,653.27,115.1,card,online,COMPLETED,2026-03-01 10:00:00
TXN100031,2026-02-09 09:49:59,BR102,CUST1035,INR,AUD,212076.45,81.940998,2588.16,89.11,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100032,2026-02-18 10:18:39,BR107,CUST1000,AED,INR,2626.1,22.508534,59109.66,152.05,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100033,2026-02-24 20:54:07,BR107,CUST1026,INR,USD,201011.41,83.696665,2401.67,103.8,card,online,COMPLETED,2026-03-01 10:00:00
TXN100034,2026-02-02 14:05:33,BR103,CUST1017,INR,SGD,145756.11,62.986163,2314.1,164.03,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100035,2026-02-25 01:04:54,BR101,CUST1035,INR,AED,207587.87,22.8953,9066.83,56.65,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100036,2026-02-03 00:28:47,BR103,CUST1028,INR,JPY,81450.14,0.571193,142596.51,30.38,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100037,2026-02-22 19:58:34,BR105,CUST1016,EUR,INR,3923.03,90.040233,353230.54,172.44,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100038,2026-02-18 00:30:52,BR106,CUST1039,JPY,INR,4066.11,0.55473,2255.59,250.35,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100039,2026-02-26 20:09:07,BR102,CUST1017,INR,CHF,238575.36,71.441499,3339.45,175.14,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100040,2026-02-05 14:56:43,BR106,CUST1008,GBP,INR,3566.85,105.306269,375611.67,183.5,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100041,2026-02-08 02:23:09,BR103,CUST1020,INR,THB,161776.48,82.781282,1954.26,154.56,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100042,2026-02-19 05:06:26,BR101,CUST1028,INR,CHF,176728.87,107.731736,1640.45,160.16,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100043,2026-02-23 01:45:31,BR105,CUST1031,EUR,INR,3708.47,89.779634,332945.08,65.18,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100044,2026-02-18 09:21:35,BR106,CUST1004,SGD,INR,1488.98,61.208355,91138.02,105.87,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100045,2026-02-17 09:30:47,BR102,CUST1035,USD,INR,420.53,82.356324,34633.31,224.17,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100046,2026-02-23 07:27:05,BR101,CUST1001,INR,CAD,58556.37,88.859188,658.98,84.46,bank_transfer,branch,PENDING,2026-03-01 10:00:00
TXN100047,2026-02-07 09:41:23,BR102,CUST1019,INR,CHF,29780.93,86.450881,344.48,131.02,cash,online,CANCELLED,2026-03-01 10:00:00
TXN100048,2026-02-09 00:51:02,BR106,CUST1003,INR,JPY,113015.43,0.562039,201081.01,222.79,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100049,2026-02-05 14:53:49,BR103,CUST1000,INR,JPY,134666.62,0.565606,238092.51,158.5,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100050,2026-02-01 09:23:36,BR101,CUST1021,INR,JPY,101936.78,0.568486,179312.71,161.52,card,online,COMPLETED,2026-03-01 10:00:00
TXN100051,2026-02-05 23:20:10,BR105,CUST1006,INR,GBP,163978.28,107.199721,1529.65,131.45,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100052,2026-02-04 07:42:19,BR100,CUST1033,INR,JPY,160739.21,0.562646,285684.52,192.49,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100053,2026-02-20 23:40:36,BR107,CUST1039,GBP,INR,3811.74,104.678466,399007.1,207.4,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100054,2026-02-19 15:25:46,BR106,CUST1022,INR,EUR,69560.09,91.660027,758.89,102.84,card,online,COMPLETED,2026-03-01 10:00:00
TXN100055,2026-02-14 19:57:24,BR104,CUST1001,INR,CHF,165080.75,98.38016,1677.99,70.13,card,branch,PENDING,2026-03-01 10:00:00
TXN100056,2026-02-12 14:51:09,BR106,CUST1031,INR,THB,27042.88,108.872453,248.39,39.83,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100057,2026-02-01 14:03:32,BR105,CUST1023,THB,INR,2220.14,74.635622,165701.53,180.48,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100058,2026-02-09 09:17:31,BR101,CUST1030,INR,JPY,19558.45,0.56173,34818.27,173.31,cash,branch,CANCELLED,2026-03-01 10:00:00
TXN100059,2026-02-20 07:40:28,BR104,CUST1032,INR,CAD,29782.67,73.656482,404.35,299.58,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100060,2026-02-08 09:53:08,BR101,CUST1017,INR,JPY,243835.21,0.562686,433341.37,154.91,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100061,2026-02-16 20:41:30,BR101,CUST1025,INR,JPY,23897.43,0.561989,42522.95,144.07,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100062,2026-02-22 02:12:36,BR107,CUST1007,INR,GBP,38666.32,107.258252,360.5,166.04,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100063,2026-02-01 13:13:27,BR107,CUST1010,INR,GBP,189946.33,107.573245,1765.74,169.3,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100064,2026-02-06 17:32:45,BR105,CUST1001,INR,CHF,180957.58,77.665167,2329.97,139.5,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100065,2026-02-04 17:47:35,BR107,CUST1031,INR,THB,50051.53,35.730998,1400.79,104.66,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100066,2026-02-05 23:53:34,BR101,CUST1036,INR,USD,68692.35,84.072915,817.06,151.69,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100067,2026-02-19 14:12:12,BR102,CUST1009,INR,JPY,109901.58,0.568381,193359.17,149.45,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100068,2026-02-14 04:02:18,BR105,CUST1004,INR,AED,245539.33,23.135237,10613.22,148.5,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100069,2026-02-04 08:18:18,BR104,CUST1029,INR,SGD,11912.6,62.347949,191.07,199.07,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100070,2026-02-28 08:52:56,BR103,CUST1019,INR,SGD,249468.91,62.989889,3960.46,150.62,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100071,2026-02-27 12:47:15,BR102,CUST1015,INR,AED,93141.69,23.08845,4034.12,71.29,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100072,2026-02-01 11:10:43,BR100,CUST1021,CHF,INR,698.96,72.981449,51011.11,113.43,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100073,2026-02-12 13:29:07,BR107,CUST1026,INR,EUR,20536.06,91.058069,225.53,138.78,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100074,2026-02-26 05:33:48,BR105,CUST1026,INR,AED,42043.32,23.080437,1821.6,153.4,cash,online,PENDING,2026-03-01 10:00:00
TXN100075,2026-02-04 15:11:01,BR100,CUST1037,INR,CHF,214219.29,112.604195,1902.41,181.78,card,online,COMPLETED,2026-03-01 10:00:00
TXN100076,2026-02-20 01:49:22,BR105,CUST1020,INR,JPY,42666.84,0.568883,75001.07,153.87,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100077,2026-02-06 06:57:45,BR101,CUST1009,INR,CAD,38976.82,55.828745,698.15,31.47,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100078,2026-02-11 01:54:49,BR104,CUST1028,EUR,INR,956.55,89.511856,85622.57,77.42,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100079,2026-02-02 22:59:15,BR105,CUST1013,INR,AUD,105098.67,24.895062,4221.67,186.0,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100080,2026-02-15 12:10:28,BR102,CUST1016,AED,INR,3790.78,22.580868,85599.1,137.19,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100081,2026-02-23 10:19:09,BR102,CUST1006,INR,JPY,41371.66,0.569423,72655.45,239.44,cash,branch,PENDING,2026-03-01 10:00:00
TXN100082,2026-02-19 01:41:26,BR104,CUST1005,JPY,INR,4531.98,0.555652,2518.2,158.92,cash,branch,PENDING,2026-03-01 10:00:00
TXN100083,2026-02-07 06:03:10,BR105,CUST1005,USD,INR,1006.35,82.412887,82936.21,129.77,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100084,2026-02-20 04:12:24,BR100,CUST1031,INR,JPY,227993.01,0.563892,404320.48,113.2,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100085,2026-02-22 15:38:27,BR100,CUST1009,INR,SGD,108878.13,62.738569,1735.43,131.85,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100086,2026-02-03 23:02:44,BR104,CUST1005,INR,AED,69795.46,23.151584,3014.72,159.63,card,online,COMPLETED,2026-03-01 10:00:00
TXN100087,2026-02-27 09:24:21,BR106,CUST1001,INR,SGD,92568.19,62.755267,1475.07,150.18,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100088,2026-02-16 14:41:46,BR104,CUST1024,INR,JPY,17032.83,0.569292,29919.33,206.97,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100089,2026-02-14 15:18:37,BR107,CUST1003,JPY,INR,4875.1,0.558151,2721.04,60.91,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100090,2026-02-12 16:57:48,BR100,CUST1017,INR,GBP,52264.09,107.038728,488.27,67.99,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100091,2026-02-18 10:00:45,BR100,CUST1037,THB,INR,882.09,114.836851,101296.44,136.51,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100092,2026-02-24 21:29:08,BR104,CUST1034,INR,USD,65829.61,83.694088,786.55,182.49,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100093,2026-02-26 13:21:25,BR100,CUST1030,AUD,INR,3641.3,111.878079,407381.65,195.55,card,online,COMPLETED,2026-03-01 10:00:00
TXN100094,2026-02-16 17:00:29,BR100,CUST1003,AED,INR,4331.21,22.371139,96894.1,115.41,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100095,2026-02-19 03:15:53,BR101,CUST1025,INR,GBP,185764.49,106.742586,1740.3,0.0,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100096,2026-02-24 15:37:44,BR102,CUST1020,INR,THB,205469.02,57.838411,3552.47,117.23,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100097,2026-02-15 07:08:14,BR102,CUST1008,THB,INR,2079.69,119.428313,248373.87,173.51,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100098,2026-02-28 13:09:55,BR102,CUST1002,THB,INR,1260.3,76.555025,96482.3,149.08,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100099,2026-02-25 02:05:50,BR105,CUST1009,INR,AUD,50292.98,108.532025,463.39,184.76,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100100,2026-02-05 07:22:23,BR107,CUST1021,INR,EUR,94115.48,91.963056,1023.41,221.79,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100101,2026-02-01 01:29:33,BR106,CUST1003,CAD,INR,2566.79,57.871257,148543.36,140.49,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100102,2026-02-27 12:09:50,BR101,CUST1024,INR,EUR,201806.7,90.735429,2224.12,123.4,card,online,COMPLETED,2026-03-01 10:00:00
TXN100103,2026-02-01 23:23:33,BR104,CUST1020,INR,CAD,48617.08,27.500242,1767.88,96.91,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100104,2026-02-05 12:28:29,BR107,CUST1021,INR,GBP,155756.23,106.73751,1459.25,67.69,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100105,2026-02-03 14:23:49,BR105,CUST1006,INR,AED,183289.15,23.043667,7953.99,53.19,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100106,2026-02-13 21:03:21,BR104,CUST1018,INR,THB,141919.03,69.094828,2053.97,109.86,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100107,2026-02-03 15:30:09,BR100,CUST1023,INR,THB,125278.82,29.69869,4218.33,212.39,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100108,2026-02-11 01:07:03,BR104,CUST1010,CHF,INR,3967.41,67.094445,266191.17,190.68,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100109,2026-02-13 20:45:09,BR106,CUST1005,AUD,INR,1095.6,24.461692,26800.23,120.73,upi,branch,CANCELLED,2026-03-01 10:00:00
TXN100110,2026-02-22 08:20:05,BR104,CUST1029,INR,GBP,190536.43,107.181325,1777.7,279.44,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100111,2026-02-05 03:51:22,BR106,CUST1022,INR,CAD,206417.25,61.863207,3336.67,113.66,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100112,2026-02-26 23:55:10,BR103,CUST1030,INR,USD,130504.35,84.714922,1540.51,228.1,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100113,2026-02-28 17:49:43,BR102,CUST1039,INR,GBP,243319.57,107.449577,2264.5,243.69,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100114,2026-02-07 03:01:02,BR106,CUST1002,INR,GBP,210185.95,106.402055,1975.39,177.6,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100115,2026-02-04 06:04:28,BR106,CUST1005,INR,CHF,134725.16,111.716191,1205.96,109.34,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100116,2026-02-01 14:24:17,BR106,CUST1039,INR,THB,151104.19,95.837739,1576.67,128.08,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100117,2026-02-05 20:44:46,BR101,CUST1006,CHF,INR,2038.61,68.558479,139764.0,161.08,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100118,2026-02-23 23:08:21,BR102,CUST1002,INR,THB,173395.09,60.17199,2881.66,69.17,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100119,2026-02-20 05:07:55,BR103,CUST1021,AUD,INR,297.12,101.738593,30228.57,91.7,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100120,2026-02-15 17:05:04,BR104,CUST1019,JPY,INR,845.05,0.551788,466.29,87.19,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100121,2026-02-22 12:15:40,BR104,CUST1020,INR,EUR,55104.57,91.025355,605.38,182.2,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100122,2026-02-20 18:23:16,BR105,CUST1031,INR,AED,106812.43,23.064319,4631.07,221.14,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100123,2026-02-26 10:50:15,BR100,CUST1036,JPY,INR,4217.49,0.557064,2349.41,193.14,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100124,2026-02-23 03:48:04,BR105,CUST1003,INR,SGD,131230.33,62.833117,2088.55,209.76,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100125,2026-02-07 00:19:20,BR103,CUST1001,INR,GBP,240524.89,106.81434,2251.8,104.59,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100126,2026-02-27 18:21:01,BR105,CUST1022,INR,EUR,78416.65,91.310715,858.79,130.64,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100127,2026-02-08 21:48:03,BR103,CUST1036,INR,CHF,166380.96,71.328123,2332.61,134.95,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100128,2026-02-01 10:22:00,BR102,CUST1030,INR,USD,63704.81,84.277456,755.89,177.35,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100129,2026-02-15 19:53:10,BR106,CUST1017,INR,JPY,122007.52,0.567946,214822.34,279.9,upi,online,PENDING,2026-03-01 10:00:00
TXN100130,2026-02-20 06:42:58,BR101,CUST1037,INR,THB,156172.03,49.847593,3132.99,111.39,upi,branch,PENDING,2026-03-01 10:00:00
TXN100131,2026-02-06 05:57:03,BR101,CUST1030,INR,CHF,72675.26,91.109378,797.67,205.67,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100132,2026-02-15 12:07:00,BR102,CUST1012,THB,INR,2139.67,51.958574,111174.2,241.71,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100133,2026-02-07 19:01:46,BR107,CUST1001,CAD,INR,2063.72,23.5319,48563.25,180.47,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100134,2026-02-28 18:28:39,BR105,CUST1012,INR,SGD,227566.36,62.873805,3619.41,128.1,card,mobile,CANCELLED,2026-03-01 10:00:00
TXN100135,2026-02-25 15:03:52,BR102,CUST1019,INR,SGD,40706.59,62.412655,652.22,99.65,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100136,2026-02-28 03:19:08,BR105,CUST1011,INR,JPY,188610.38,0.564215,334287.89,87.31,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100137,2026-02-17 02:00:44,BR104,CUST1023,INR,EUR,122928.78,92.092355,1334.84,32.02,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100138,2026-02-04 10:58:20,BR103,CUST1030,CAD,INR,2743.22,61.310725,168188.81,136.72,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100139,2026-02-08 07:40:10,BR103,CUST1008,SGD,INR,887.48,61.18091,54296.83,133.39,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100140,2026-02-09 18:07:51,BR107,CUST1005,INR,USD,11131.24,83.776035,132.87,201.63,card,online,COMPLETED,2026-03-01 10:00:00
TXN100141,2026-02-09 04:26:23,BR102,CUST1036,INR,CAD,162037.01,60.339348,2685.43,115.02,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100142,2026-02-24 04:12:41,BR100,CUST1024,INR,USD,224081.53,84.499855,2651.86,139.97,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100143,2026-02-26 18:41:57,BR100,CUST1012,INR,JPY,64303.77,0.56996,112821.55,166.95,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100144,2026-02-16 03:36:49,BR101,CUST1008,INR,USD,81568.54,83.801944,973.35,179.46,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100145,2026-02-26 06:10:47,BR105,CUST1038,INR,SGD,96220.21,62.334283,1543.62,194.09,card,online,COMPLETED,2026-03-01 10:00:00
TXN100146,2026-02-20 13:59:07,BR103,CUST1001,INR,USD,151526.28,83.619472,1812.09,160.86,card,branch,PENDING,2026-03-01 10:00:00
TXN100147,2026-02-18 19:06:35,BR106,CUST1002,THB,INR,433.22,119.468023,51755.94,72.19,upi,mobile,PENDING,2026-03-01 10:00:00
TXN100148,2026-02-06 05:57:40,BR100,CUST1001,INR,CAD,39662.82,45.273829,876.07,173.98,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100149,2026-02-08 10:24:21,BR100,CUST1013,INR,AED,74794.52,22.992862,3252.95,110.92,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100150,2026-02-07 15:48:25,BR101,CUST1026,INR,EUR,129457.38,91.673064,1412.16,224.3,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100151,2026-02-13 18:24:36,BR103,CUST1033,INR,USD,141553.3,84.72975,1670.64,151.28,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100152,2026-02-24 08:00:50,BR103,CUST1021,INR,EUR,210455.72,91.770837,2293.27,164.45,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100153,2026-02-08 05:45:57,BR101,CUST1005,JPY,INR,2392.41,0.551765,1320.05,306.1,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100154,2026-02-13 19:43:40,BR100,CUST1029,CHF,INR,1929.03,87.676653,169130.89,195.2,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100155,2026-02-21 16:19:13,BR101,CUST1007,GBP,INR,1777.57,104.25943,185328.43,172.87,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100156,2026-02-14 00:36:11,BR105,CUST1005,INR,CAD,240954.38,47.183309,5106.77,141.69,card,online,COMPLETED,2026-03-01 10:00:00
TXN100157,2026-02-19 17:23:28,BR106,CUST1030,INR,USD,245576.6,84.630898,2901.74,76.54,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100158,2026-02-06 00:50:04,BR107,CUST1026,INR,CAD,196999.43,81.135842,2428.02,137.46,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100159,2026-02-07 08:13:28,BR107,CUST1030,INR,EUR,72787.09,91.192894,798.17,98.97,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100160,2026-02-26 11:27:25,BR103,CUST1036,INR,THB,32858.11,86.171326,381.31,250.19,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100161,2026-02-13 01:36:47,BR105,CUST1030,INR,AED,224094.85,22.995837,9745.02,173.68,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100162,2026-02-01 13:34:02,BR107,CUST1010,INR,SGD,86952.12,62.493279,1391.38,221.8,card,online,COMPLETED,2026-03-01 10:00:00
TXN100163,2026-02-14 12:04:35,BR103,CUST1003,INR,JPY,28919.34,0.565597,51130.61,113.41,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100164,2026-02-28 19:38:02,BR101,CUST1028,INR,SGD,188857.35,62.14383,3039.04,102.91,bank_transfer,online,PENDING,2026-03-01 10:00:00
TXN100165,2026-02-20 14:02:28,BR100,CUST1026,THB,INR,4823.22,83.753812,403963.06,188.9,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100166,2026-02-25 16:15:23,BR103,CUST1035,AUD,INR,4161.49,101.658869,423052.37,96.75,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100167,2026-02-23 01:29:03,BR107,CUST1021,INR,EUR,33384.89,91.754365,363.85,123.75,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100168,2026-02-01 02:33:34,BR105,CUST1021,INR,AUD,178503.05,24.577811,7262.77,253.62,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100169,2026-02-08 23:15:17,BR102,CUST1031,INR,THB,57021.15,32.074581,1777.77,126.02,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
